transaction_id, customer_name, product_id, quantity, total_cost, transaction_date 
177   , Christy Gomez       , 699   , 7  , 1306.76 , 2025-05-07
178   , Katie Gonzales      , 661   , 7  , 3244.9  , 2025-03-27
179   , Joshua Bennett      , 259   , 10 , 245.84  , 2025-03-02
180   , Sherri Brown        , 772   , 5  , 283.71  , 2025-04-08
181   , Robert Richmond     , 240   , 1  , 432.64  , 2025-04-09
182   , Terrence Graham     , 601   , 2  , 200.74  , 2025-03-23
183   , Tamara Mccall       , 239   , 3  , 191.3   , 2025-04-28
184   , Lauren Rojas        , 696   , 5  , 440.04  , 2025-03-12
185   , Heather Gentry      , 287   , 1  , 280.22  , 2025-03-23
186   , Amber Gordon        , 126   , 3  , 865.28  , 2025-04-27
187   , Laurie Carrillo     , 605   , 8  , 721.99  , 2025-05-14
188   , Kayla Cantrell      , 343   , 5  , 489.18  , 2025-02-23
189   , Donald Williams     , 354   , 3  , 332.61  , 2025-04-30
190   , Rachel Moses        , 800   , 8  , 2698.6  , 2025-05-04
191   , Craig Hart          , 376   , 1  , 337.78  , 2025-02-28
192   , Russell Grimes      , 529   , 6  , 1960.85 , 2025-02-14
193   , Jeffery Jacobson    , 886   , 4  , 398.22  , 2025-05-04
194   , Joseph Davis        , 202   , 4  , 1532.49 , 2025-04-22
195   , Shannon Shields     , 848   , 7  , 2945.75 , 2025-02-20
196   , Jacqueline Hill     , 41    , 7  , 1355.24 , 2025-04-04
197   , Mary Thompson       , 597   , 1  , 55.26   , 2025-03-02
198   , David Wilson        , 24    , 1  , 357.61  , 2025-03-26
199   , Autumn Moody        , 648   , 8  , 2582.34 , 2025-04-10
200   , Morgan Johnson      , 718   , 6  , 803.0   , 2025-03-30
201   , Kyle Simpson        , 421   , 3  , 986.84  , 2025-04-06
202   , Elizabeth Hernandez , 361   , 3  , 1370.65 , 2025-03-06
203   , Robert Curry        , 915   , 2  , 181.44  , 2025-04-10
204   , Daniel Medina       , 405   , 9  , 238.93  , 2025-02-14
205   , John Franklin       , 554   , 9  , 2340.95 , 2025-04-18
206   , Kayla Obrien        , 408   , 2  , 800.34  , 2025-04-17
207   , Juan Warren         , 725   , 5  , 236.63  , 2025-04-21
208   , Sandra Richards     , 817   , 1  , 68.12   , 2025-04-08
209   , Michael Hernandez   , 884   , 10 , 4166.89 , 2025-05-01
210   , Ricky Peterson      , 548   , 6  , 2865.46 , 2025-03-02
211   , Andrea Butler       , 867   , 5  , 2063.41 , 2025-03-29
212   , Brett Sweeney       , 756   , 2  , 464.6   , 2025-03-04
213   , Bruce Joseph        , 988   , 10 , 4767.33 , 2025-03-28
214   , Joseph Adams        , 516   , 6  , 2450.26 , 2025-03-01
215   , Joshua Williams     , 428   , 5  , 655.89  , 2025-02-23
216   , Kayla Peters        , 273   , 9  , 900.63  , 2025-03-15
217   , Nicole English      , 516   , 10 , 4083.76 , 2025-02-20
218   , Thomas Lee          , 230   , 5  , 1769.86 , 2025-05-11
219   , Keith Soto          , 854   , 3  , 1375.38 , 2025-05-08
220   , Brittany Meyer      , 534   , 4  , 856.16  , 2025-03-12
221   , Franklin Jones      , 851   , 8  , 2336.04 , 2025-03-08
222   , Matthew Owen        , 220   , 9  , 3375.14 , 2025-02-20
223   , Yvonne Foster       , 228   , 8  , 3681.69 , 2025-03-21
224   , Dr. Ralph Doyle     , 67    , 7  , 294.16  , 2025-05-12
225   , Shannon Hamilton    , 553   , 9  , 2147.06 , 2025-05-10
226   , John Brown          , 806   , 5  , 2310.93 , 2025-03-07
227   , Anthony Torres      , 758   , 1  , 168.98  , 2025-03-24
228   , Shelly Elliott      , 461   , 6  , 2168.99 , 2025-05-09
229   , Paul Bryant         , 238   , 6  , 2393.72 , 2025-03-21
230   , Mitchell Singh      , 673   , 8  , 2137.72 , 2025-04-18
231   , Daniel Mcfarland    , 770   , 2  , 387.37  , 2025-02-21
232   , John Scott          , 713   , 10 , 1980.99 , 2025-03-27
233   , Aaron Lowe          , 425   , 1  , 212.41  , 2025-02-24
234   , Eric Walls          , 454   , 9  , 1395.48 , 2025-02-20
235   , Kimberly Watson     , 573   , 1  , 349.61  , 2025-02-20
236   , Samuel Rodriguez    , 296   , 1  , 41.17   , 2025-05-06
237   , Dana Cortez         , 249   , 5  , 695.94  , 2025-02-26
238   , Joseph Schmidt      , 176   , 4  , 78.8    , 2025-04-14
239   , Kristina Smith      , 584   , 6  , 1799.05 , 2025-05-06
240   , Ryan Choi           , 957   , 9  , 2105.96 , 2025-02-27
241   , Dr. James Bell II   , 259   , 1  , 24.58   , 2025-05-12
242   , Deborah Hill        , 525   , 9  , 3728.07 , 2025-04-24
243   , Carrie Giles DDS    , 833   , 8  , 2285.81 , 2025-02-27
244   , Nancy Henderson     , 674   , 5  , 1029.56 , 2025-04-28
245   , Jennifer Martin     , 662   , 8  , 2553.0  , 2025-02-21
246   , Jonathan Christian  , 274   , 1  , 76.52   , 2025-03-15
247   , Diana Hurley        , 866   , 9  , 4158.62 , 2025-02-17
248   , Victoria Wilson     , 640   , 1  , 13.97   , 2025-04-11
249   , Thomas Moses        , 698   , 4  , 1722.54 , 2025-03-17
250   , Kevin Erickson      , 423   , 2  , 329.79  , 2025-05-10
251   , Michelle Tucker     , 881   , 7  , 2354.78 , 2025-04-27
252   , Patrick Gutierrez   , 528   , 3  , 1178.21 , 2025-04-20
253   , Jacob Martinez      , 218   , 3  , 461.04  , 2025-05-12
254   , Gloria White        , 976   , 4  , 1642.45 , 2025-03-02
255   , Shannon Anderson    , 887   , 2  , 499.33  , 2025-02-28
256   , Julie Garza         , 331   , 10 , 4186.71 , 2025-04-20
257   , Cynthia Hinton      , 859   , 9  , 2595.3  , 2025-04-26
258   , Michael Garcia      , 735   , 7  , 1510.27 , 2025-02-17
259   , Christine Jackson   , 325   , 3  , 832.87  , 2025-04-10
260   , Kimberly Smith      , 968   , 3  , 1209.52 , 2025-04-30
261   , Damon Johnson       , 308   , 6  , 586.52  , 2025-05-14
262   , James Medina        , 56    , 6  , 2898.78 , 2025-03-20
263   , Sharon Manning      , 871   , 3  , 531.6   , 2025-04-12
264   , John Lowe           , 862   , 1  , 284.67  , 2025-03-26
265   , Laura Hall PhD      , 690   , 4  , 666.5   , 2025-04-10
266   , Michelle Perez      , 875   , 3  , 762.43  , 2025-04-18
267   , Kimberly Martin     , 189   , 10 , 2442.99 , 2025-03-25
268   , Amber Fisher        , 415   , 2  , 777.46  , 2025-03-17
269   , Scott Fernandez     , 389   , 4  , 1344.38 , 2025-05-11
270   , Mr. Aaron Foster    , 440   , 9  , 598.57  , 2025-05-12
271   , Brenda Turner       , 272   , 6  , 2937.2  , 2025-02-19
272   , Lindsay Roberson    , 133   , 9  , 2245.02 , 2025-03-01
273   , Phillip Hudson      , 577   , 10 , 1988.58 , 2025-02-18
274   , Michelle Gonzales   , 676   , 1  , 19.87   , 2025-03-29
275   , Haley Gray          , 56    , 10 , 4831.3  , 2025-03-26
276   , Rodney Conrad       , 809   , 5  , 149.49  , 2025-04-24
277   , David Johnson       , 605   , 10 , 902.49  , 2025-04-11
278   , Barbara Johnson     , 974   , 1  , 452.11  , 2025-02-27
279   , Carla Medina        , 612   , 9  , 3722.1  , 2025-03-23
280   , Joshua Duran        , 669   , 1  , 154.42  , 2025-04-05
281   , Cory Ward           , 225   , 3  , 1054.57 , 2025-02-27
282   , April Myers         , 878   , 5  , 2007.8  , 2025-03-05
283   , Robert Tran         , 984   , 1  , 399.49  , 2025-05-06
284   , Amy Berg            , 842   , 10 , 4386.66 , 2025-03-26
285   , Sierra Baker        , 93    , 9  , 4109.49 , 2025-04-23
286   , Emily Garrett       , 820   , 7  , 785.51  , 2025-02-24
287   , Jonathan Baker      , 73    , 10 , 1435.09 , 2025-03-14
288   , Mark Perez          , 593   , 10 , 4619.35 , 2025-04-04
289   , Heather Wells       , 75    , 6  , 1369.01 , 2025-02-21
290   , Hector Johnson      , 322   , 4  , 1749.6  , 2025-04-24
291   , Roy Robertson       , 377   , 4  , 496.5   , 2025-02-14
292   , Patricia Chandler   , 189   , 4  , 977.2   , 2025-04-24
293   , Terri Cooke         , 343   , 7  , 684.86  , 2025-04-19
294   , Cindy Arroyo        , 361   , 7  , 3198.18 , 2025-03-02
295   , Rebecca Kennedy     , 98    , 10 , 1814.17 , 2025-03-01
296   , Mr. Tim Sullivan DDS, 613   , 9  , 1280.1  , 2025-04-25
297   , Denise Fields       , 164   , 10 , 521.91  , 2025-02-17
298   , William Duncan      , 568   , 6  , 332.96  , 2025-05-12
299   , Teresa Perry        , 801   , 2  , 114.08  , 2025-03-08
300   , Melissa Johns       , 790   , 9  , 2894.1  , 2025-04-20
301   , Amy Watson          , 898   , 10 , 2120.27 , 2025-03-26
302   , Jeremy Johnson      , 780   , 1  , 104.83  , 2025-03-17
303   , Melissa Spencer     , 167   , 7  , 827.89  , 2025-03-04
304   , Allison Valdez      , 166   , 3  , 280.39  , 2025-03-07
305   , Linda Garrett       , 812   , 9  , 184.56  , 2025-04-18
306   , Megan Olson         , 666   , 3  , 692.34  , 2025-02-21
307   , Amanda Cantu        , 530   , 2  , 879.91  , 2025-03-23
308   , Christopher Johnson , 451   , 10 , 250.0   , 2025-03-26
309   , John Ray            , 642   , 8  , 2655.42 , 2025-02-19
310   , Justin Noble        , 824   , 10 , 3242.09 , 2025-03-01
311   , Christine Mccoy     , 102   , 4  , 313.38  , 2025-03-25
312   , Christopher Shepard , 709   , 7  , 1885.86 , 2025-03-09
313   , Lawrence Ward       , 591   , 6  , 1659.61 , 2025-05-12
314   , William Phillips    , 786   , 6  , 2428.65 , 2025-05-12
315   , Brian Moore         , 858   , 5  , 1334.74 , 2025-02-13
316   , Lauren Walker       , 645   , 5  , 512.98  , 2025-05-07
317   , Kristina Pearson    , 515   , 8  , 692.11  , 2025-03-10
318   , Nathan Valdez       , 840   , 10 , 1076.41 , 2025-04-08
319   , Selena Zimmerman PhD, 931   , 9  , 3635.83 , 2025-03-19
320   , Matthew Dawson      , 728   , 10 , 4597.48 , 2025-05-03
321   , Mark Phillips       , 830   , 3  , 171.98  , 2025-03-24
322   , Kelsey Lewis        , 531   , 1  , 451.55  , 2025-03-28
323   , Gregory Garcia      , 225   , 6  , 2109.13 , 2025-04-13
324   , Sharon Cabrera      , 514   , 6  , 1093.7  , 2025-03-08
325   , Stacy Lewis         , 826   , 2  , 557.77  , 2025-03-31
326   , Charles Romero      , 676   , 3  , 59.6    , 2025-04-26
327   , Rachael Davis       , 441   , 5  , 465.0   , 2025-03-27
328   , Michael Pierce      , 397   , 6  , 388.49  , 2025-04-23
329   , Gregory Davis       , 856   , 3  , 337.63  , 2025-04-09
330   , Marvin Hughes       , 932   , 5  , 1303.9  , 2025-02-22
331   , Roberto Campbell    , 200   , 4  , 110.31  , 2025-04-10
332   , Joshua Walker       , 289   , 4  , 1701.86 , 2025-05-04
333   , Clinton Guzman      , 748   , 7  , 282.7   , 2025-02-19
334   , Jill Valentine      , 894   , 8  , 1792.09 , 2025-04-18
335   , Gabriella Jimenez   , 134   , 3  , 733.92  , 2025-02-27
336   , David Johnson       , 297   , 4  , 1060.36 , 2025-03-25
337   , Laura Martinez      , 423   , 8  , 1319.15 , 2025-03-11
338   , Troy Mcconnell      , 825   , 5  , 694.43  , 2025-04-23
339   , April Wilson        , 198   , 3  , 93.67   , 2025-04-30
340   , Christopher Bell    , 34    , 3  , 800.47  , 2025-05-10
341   , Dakota Taylor       , 703   , 3  , 89.44   , 2025-04-20
342   , Brian Molina        , 918   , 4  , 1749.16 , 2025-04-13
343   , Charles Jones       , 487   , 1  , 410.2   , 2025-03-05
344   , Kristi Ali          , 422   , 4  , 784.19  , 2025-04-06
345   , Tiffany Stephens    , 649   , 1  , 182.58  , 2025-02-15
346   , Brent Hooper        , 165   , 7  , 93.3    , 2025-03-15
347   , Eric Doyle          , 949   , 1  , 171.42  , 2025-03-18
348   , Corey Gilbert MD    , 588   , 5  , 1819.87 , 2025-03-06
349   , Jon Greene          , 99    , 1  , 204.97  , 2025-03-04
350   , James Cooper        , 1     , 10 , 715.1   , 2025-02-20
351   , Jodi Weeks          , 296   , 2  , 82.33   , 2025-03-16
352   , Steven Peterson     , 141   , 10 , 2610.74 , 2025-03-31
353   , Jeremy Roberts      , 879   , 8  , 347.86  , 2025-03-20
354   , Anna Vaughn         , 367   , 3  , 66.25   , 2025-03-23
355   , Tiffany Patel       , 927   , 1  , 319.56  , 2025-02-22
356   , Robert Wood         , 915   , 1  , 90.72   , 2025-05-05
357   , Adam Roy            , 150   , 4  , 1651.14 , 2025-04-18
358   , Joshua Gutierrez    , 642   , 2  , 663.86  , 2025-03-01
359   , Carolyn Ortega      , 255   , 10 , 323.73  , 2025-03-19
360   , Michaela Bennett    , 271   , 9  , 2199.3  , 2025-03-11
361   , Brianna Jimenez     , 404   , 7  , 338.0   , 2025-02-18
362   , Audrey Cortez       , 983   , 8  , 2665.25 , 2025-05-02
363   , Kathryn Donaldson   , 384   , 10 , 3240.36 , 2025-04-11
364   , Shawn Horn          , 930   , 10 , 4760.51 , 2025-03-06
365   , Heather Kelly       , 71    , 10 , 1652.58 , 2025-02-22
366   , Jonathan Smith      , 675   , 6  , 643.42  , 2025-04-26
367   , Traci Morales       , 676   , 6  , 119.2   , 2025-03-11
368   , Cynthia Schultz     , 371   , 8  , 1270.32 , 2025-05-11
369   , Stephanie Serrano   , 141   , 8  , 2088.59 , 2025-05-05
370   , Candice Moore       , 519   , 5  , 1518.54 , 2025-02-16
371   , Julia Lee DDS       , 743   , 10 , 3515.55 , 2025-02-26
372   , Joseph Roberts      , 164   , 3  , 156.57  , 2025-04-03
373   , Nicole Dudley       , 508   , 8  , 2185.62 , 2025-03-05
374   , Christine Oliver    , 170   , 6  , 2368.58 , 2025-02-14
375   , Douglas Jenkins     , 912   , 1  , 265.55  , 2025-04-22
376   , Theresa Gibson      , 544   , 3  , 1003.3  , 2025-03-12
377   , Casey Cortez        , 722   , 9  , 2764.32 , 2025-02-21
378   , Melanie Wood        , 234   , 10 , 1742.17 , 2025-03-31
379   , Sara Diaz           , 822   , 1  , 460.34  , 2025-04-26
380   , Kenneth Robinson    , 319   , 9  , 837.71  , 2025-02-18
381   , Theresa Smith       , 197   , 4  , 1088.96 , 2025-03-13
382   , Eugene Mullen       , 194   , 7  , 2858.6  , 2025-05-05
383   , Kimberly Lewis      , 687   , 3  , 617.34  , 2025-02-26
384   , Diana Roberts       , 279   , 5  , 1040.85 , 2025-03-21
385   , Sherry Mitchell     , 520   , 7  , 3438.94 , 2025-05-06
386   , Thomas Miranda      , 51    , 2  , 251.08  , 2025-04-18
387   , Julia Williams      , 851   , 7  , 2044.04 , 2025-05-05
388   , John Wallace        , 837   , 10 , 2800.06 , 2025-04-17
389   , Andrew Sullivan     , 4     , 5  , 609.22  , 2025-03-21
390   , Richard Lee         , 676   , 5  , 99.33   , 2025-03-18
391   , Elizabeth Mack      , 532   , 10 , 1087.92 , 2025-04-21
392   , Amy David           , 258   , 2  , 657.12  , 2025-02-17
393   , Kayla Smith         , 791   , 2  , 678.65  , 2025-03-26
394   , Laura Bryant        , 550   , 3  , 1262.12 , 2025-03-16
395   , Kelly Landry        , 61    , 6  , 1498.63 , 2025-05-03
396   , Melissa Ewing       , 737   , 4  , 25.5    , 2025-04-08
397   , Lawrence Washington , 518   , 1  , 469.86  , 2025-05-10
398   , Daniel Jones        , 503   , 8  , 717.02  , 2025-04-15
399   , Mrs. Katie Patterson, 399   , 10 , 224.38  , 2025-03-01
